Residence_Addresses_City,elec_date,elec_year,elec_type,total_voters_asian,total_voters_black,total_voters_hispanic,total_voters_others,total_voters_white,voted_voters_asian,voted_voters_black,voted_voters_hispanic,voted_voters_others,voted_voters_white,perc_turnout_asian,perc_turnout_black,perc_turnout_hispanic,perc_turnout_others,perc_turnout_white,FECDonors_TotalDonationsAmount,FECDonors_NumberOfDonations,mean_donation,total_voters_$1000-14999,total_voters_$100000-124999,total_voters_$125000-149999,total_voters_$15000-24999,total_voters_$150000-174999,total_voters_$175000-199999,total_voters_$200000-249999,total_voters_$25000-34999,total_voters_$250000+,total_voters_$35000-49999,total_voters_$50000-74999,total_voters_$75000-99999,voted_voters_$1000-14999,voted_voters_$100000-124999,voted_voters_$125000-149999,voted_voters_$15000-24999,voted_voters_$150000-174999,voted_voters_$175000-199999,voted_voters_$200000-249999,voted_voters_$25000-34999,voted_voters_$250000+,voted_voters_$35000-49999,voted_voters_$50000-74999,voted_voters_$75000-99999,perc_turnout_income_$1000-14999,perc_turnout_income_$100000-124999,perc_turnout_income_$125000-149999,perc_turnout_income_$15000-24999,perc_turnout_income_$150000-174999,perc_turnout_income_$175000-199999,perc_turnout_income_$200000-249999,perc_turnout_income_$25000-34999,perc_turnout_income_$250000+,perc_turnout_income_$35000-49999,perc_turnout_income_$50000-74999,perc_turnout_income_$75000-99999,CommercialData_EstimatedHHIncomeAmount,total_voters_college,total_voters_no_college,voted_voters_college,voted_voters_no_college,perc_turnout_college,perc_turnout_no_college,mean_age,voter_population,voted_voters,state
College Park,2018_11_06,2018,General,1040,2342,1677,641,7255,273,1069,620,180,2761,26.25,45.64474808,36.97078116,28.08112324,38.05651275,549342,7103,77.33943404,277,571,2412,149,728,287,406,179,301,348,2145,3544,123,349,1006,89,296,160,262,95,169,194,633,1345,44.40433213,61.12084063,41.70812604,59.73154362,40.65934066,55.74912892,64.5320197,53.0726257,56.1461794,55.74712644,29.51048951,37.95146727,106341.4386,3743,1203,2282,693,60.96713866,57.60598504,47.90058726,21643,4903,MD
College Park,2016_11_08,2016,General,1040,2342,1677,641,7255,319,1210,713,223,3009,30.67307692,51.66524338,42.51639833,34.78939158,41.47484493,563111,7061,79.74946891,277,571,2412,149,728,287,406,179,301,348,2145,3544,146,374,1069,95,312,167,257,117,183,218,728,1466,52.70758123,65.49912434,44.32006633,63.75838926,42.85714286,58.18815331,63.30049261,65.36312849,60.79734219,62.64367816,33.93939394,41.36568849,106341.4386,3743,1203,2477,778,66.17686348,64.6716542,45.10437683,21643,5474,MD
College Park,2014_11_04,2014,General,1040,2342,1677,641,7255,104,616,219,66,1656,10,26.30230572,13.05903399,10.29641186,22.82563749,499134,6153,81.12042906,277,571,2412,149,728,287,406,179,301,348,2145,3544,84,227,530,64,156,85,151,79,114,136,301,680,30.32490975,39.75481611,21.973466,42.95302013,21.42857143,29.61672474,37.19211823,44.13407821,37.87375415,39.08045977,14.03263403,19.18735892,106341.4386,3743,1203,1456,440,38.89927865,36.5752286,51.52385399,21643,2661,MD
Hyattsville,2020_11_03,2020,General,746,16054,7900,665,6829,407,10123,4257,385,4478,54.55764075,63.05593622,53.88607595,57.89473684,65.57329038,1131874,14572,77.67458139,549,1637,1879,657,745,689,650,835,544,3777,10047,9617,374,1113,1327,453,514,526,501,577,406,2193,5665,5744,68.12386157,67.99022602,70.62267163,68.94977169,68.99328859,76.3425254,77.07692308,69.10179641,74.63235294,58.06195393,56.38499054,59.72756577,84275.36786,9225,6534,6995,4646,75.82655827,71.10498929,51.04809616,13548,19650,MD
Hyattsville,2018_11_06,2018,General,746,16054,7900,665,6829,223,7015,2483,210,3195,29.89276139,43.69627507,31.43037975,31.57894737,46.78576658,1071640,14015,76.4637888,549,1637,1879,657,745,689,650,835,544,3777,10047,9617,251,787,994,322,388,373,382,403,296,1383,3576,3837,45.71948998,48.07574832,52.90047898,49.01065449,52.08053691,54.13642961,58.76923077,48.26347305,54.41176471,36.61636219,35.59271424,39.89809712,84275.36786,9225,6534,5224,3407,56.62872629,52.14263851,50.95383997,13548,13126,MD
Hyattsville,2016_11_08,2016,General,746,16054,7900,665,6829,289,8271,3123,259,3439,38.73994638,51.51987044,39.53164557,38.94736842,50.35876409,1077953,14038,76.78821769,549,1637,1879,657,745,689,650,835,544,3777,10047,9617,310,887,1084,363,400,410,381,468,326,1670,4330,4579,56.46630237,54.18448381,57.69026078,55.25114155,53.69127517,59.5065312,58.61538462,56.04790419,59.92647059,44.21498544,43.09744202,47.61360092,84275.36786,9225,6534,5856,4120,63.4796748,63.05479033,48.4072184,13548,15381,MD
Hyattsville,2014_11_04,2014,General,746,16054,7900,665,6829,96,4359,875,83,1923,12.86863271,27.15211162,11.07594937,12.48120301,28.15932054,939997,12077,77.83365074,549,1637,1879,657,745,689,650,835,544,3777,10047,9617,178,426,532,197,221,211,222,278,181,791,1916,2094,32.42258652,26.02321319,28.31293241,29.9847793,29.66442953,30.62409289,34.15384615,33.29341317,33.27205882,20.94254699,19.07036926,21.77394198,84275.36786,9225,6534,3227,2176,34.98102981,33.30272421,53.61417718,13548,7336,MD
New Carrollton,2020_11_03,2020,General,156,4035,1278,150,743,99,2665,718,84,487,63.46153846,66.04708798,56.18153365,56,65.54508748,120041,1112,107.9505396,75,805,472,114,115,101,162,215,89,342,1805,2052,54,495,341,79,75,68,120,168,62,261,1038,1281,72,61.49068323,72.24576271,69.29824561,65.2173913,67.32673267,74.07407407,78.13953488,69.66292135,76.31578947,57.50692521,62.42690058,87917.00583,2036,1134,1571,852,77.1611002,75.13227513,52.2475412,9663,4053,MD
New Carrollton,2018_11_06,2018,General,156,4035,1278,150,743,54,1859,379,54,352,34.61538462,46.07187113,29.65571205,36,47.37550471,120248,1127,106.6974268,75,805,472,114,115,101,162,215,89,342,1805,2052,35,335,239,65,51,47,78,124,53,195,628,840,46.66666667,41.61490683,50.63559322,57.01754386,44.34782609,46.53465347,48.14814815,57.6744186,59.5505618,57.01754386,34.79224377,40.93567251,87917.00583,2036,1134,1177,615,57.80943026,54.23280423,52.2145958,9663,2698,MD
New Carrollton,2016_11_08,2016,General,156,4035,1278,150,743,60,2165,508,56,407,38.46153846,53.65551425,39.74960876,37.33333333,54.77792732,119967,1115,107.593722,75,805,472,114,115,101,162,215,89,342,1805,2052,42,378,292,73,57,54,91,140,57,220,786,997,56,46.95652174,61.86440678,64.03508772,49.56521739,53.46534653,56.17283951,65.11627907,64.04494382,64.32748538,43.54570637,48.58674464,87917.00583,2036,1134,1296,760,63.65422397,67.01940035,48.72385998,9663,3196,MD
New Carrollton,2014_11_04,2014,General,156,4035,1278,150,743,17,1110,126,25,238,10.8974359,27.50929368,9.85915493,16.66666667,32.03230148,112272,823,136.417983,75,805,472,114,115,101,162,215,89,342,1805,2052,31,167,146,53,23,23,49,96,30,130,325,438,41.33333333,20.74534161,30.93220339,46.49122807,20,22.77227723,30.24691358,44.65116279,33.70786517,38.01169591,18.00554017,21.34502924,87917.00583,2036,1134,736,412,36.14931238,36.33156966,54.34345378,9663,1516,MD
Princess Anne,2020_11_03,2020,General,76,2305,101,102,2874,39,1415,51,57,2075,51.31578947,61.38828633,50.4950495,55.88235294,72.19902575,98848,683,144.7262079,257,289,205,237,69,60,64,780,105,898,1783,548,169,232,163,173,53,49,52,419,82,539,1186,445,65.75875486,80.27681661,79.51219512,72.99578059,76.8115942,81.66666667,81.25,53.71794872,78.0952381,60.02227171,66.517106,81.20437956,65506.56336,1646,1427,1325,1086,80.4981774,76.10371409,54.16758389,2722,3637,MD
Princess Anne,2018_11_06,2018,General,76,2305,101,102,2874,26,942,29,26,1575,34.21052632,40.86767896,28.71287129,25.49019608,54.80167015,91147,665,137.0631579,257,289,205,237,69,60,64,780,105,898,1783,548,99,154,125,129,42,37,39,265,69,368,855,357,38.52140078,53.28719723,60.97560976,54.43037975,60.86956522,61.66666667,60.9375,33.97435897,65.71428571,40.97995546,47.95288839,65.1459854,65506.56336,1646,1427,1052,827,63.91251519,57.95374912,55.33585671,2722,2598,MD
Princess Anne,2016_11_08,2016,General,76,2305,101,102,2874,28,1189,38,33,1827,36.84210526,51.5835141,37.62376238,32.35294118,63.56993737,99618,735,135.5346939,257,289,205,237,69,60,64,780,105,898,1783,548,128,189,143,155,52,36,41,349,76,467,1010,398,49.80544747,65.39792388,69.75609756,65.40084388,75.36231884,60,64.0625,44.74358974,72.38095238,52.00445434,56.64610208,72.62773723,65506.56336,1646,1427,1204,984,73.14702309,68.95585144,50.97435881,2722,3115,MD
Princess Anne,2014_11_04,2014,General,76,2305,101,102,2874,18,623,16,14,1347,23.68421053,27.02819957,15.84158416,13.7254902,46.86847599,92467,675,136.9881481,257,289,205,237,69,60,64,780,105,898,1783,548,79,143,85,102,37,34,27,179,54,280,656,294,30.73929961,49.48096886,41.46341463,43.03797468,53.62318841,56.66666667,42.1875,22.94871795,51.42857143,31.18040089,36.79192372,53.64963504,65506.56336,1646,1427,874,672,53.09842041,47.09180098,53.96104152,2722,2018,MD
Easton,2020_11_03,2020,General,216,1842,588,254,13221,159,1250,370,178,10431,73.61111111,67.86102063,62.92517007,70.07874016,78.89720899,2911142,14022,207.6124661,379,1904,2504,380,443,428,620,510,1161,1082,2367,4005,281,1482,1918,291,377,356,516,409,979,795,1759,3016,74.14248021,77.83613445,76.59744409,76.57894737,85.10158014,83.17757009,83.22580645,80.19607843,84.32385874,73.47504621,74.31347698,75.30586767,108362.156,7137,2883,6147,2361,86.12862547,81.89386056,57.83240387,12930,12388,MD
Easton,2018_11_06,2018,General,216,1842,588,254,13221,107,949,234,134,8306,49.53703704,51.52008686,39.79591837,52.75590551,62.82429468,2643416,13522,195.4900163,379,1904,2504,380,443,428,620,510,1161,1082,2367,4005,221,1146,1528,230,305,267,408,355,819,631,1365,2286,58.31134565,60.18907563,61.02236422,60.52631579,68.84875847,62.38317757,65.80645161,69.60784314,70.54263566,58.31792976,57.66793409,57.07865169,108362.156,7137,2883,5150,1899,72.15917052,65.86888658,58.16730296,12930,9730,MD
Easton,2016_11_08,2016,General,216,1842,588,254,13221,116,1044,253,154,8874,53.7037037,56.67752443,43.02721088,60.62992126,67.12049013,2671979,13066,204.4986224,379,1904,2504,380,443,428,620,510,1161,1082,2367,4005,249,1211,1624,249,321,281,429,374,812,703,1528,2482,65.69920844,63.60294118,64.85623003,65.52631579,72.46049661,65.65420561,69.19354839,73.33333333,69.93970715,64.97227357,64.55428813,61.97253433,108362.156,7137,2883,5419,2094,75.92826117,72.6326743,55.10931353,12930,10441,MD
Easton,2014_11_04,2014,General,216,1842,588,254,13221,66,608,116,82,6407,30.55555556,33.00760043,19.72789116,32.28346457,48.46078209,2338934,12125,192.9017732,379,1904,2504,380,443,428,620,510,1161,1082,2367,4005,178,834,1101,174,224,209,316,265,632,519,996,1694,46.96569921,43.80252101,43.96964856,45.78947368,50.56433409,48.8317757,50.96774194,51.96078431,54.43583118,47.96672828,42.07858048,42.29712859,108362.156,7137,2883,4058,1518,56.85862407,52.65348595,57.5282647,12930,7279,MD
Ocean Pines,2020_11_03,2020,General,79,59,203,136,7952,61,49,149,109,6286,77.21518987,83.05084746,73.39901478,80.14705882,79.04929577,220526,3531,62.45426225,36,896,768,148,295,265,206,378,376,614,1219,3211,21,727,608,119,239,213,168,317,306,535,986,2404,58.33333333,81.13839286,79.16666667,80.40540541,81.01694915,80.37735849,81.55339806,83.86243386,81.38297872,87.13355049,80.88597211,74.86764248,100899.7632,4127,1554,3527,1312,85.46159438,84.42728443,61.86829328,10151,6654,MD
Ocean Pines,2018_11_06,2018,General,79,59,203,136,7952,39,37,102,80,4946,49.36708861,62.71186441,50.24630542,58.82352941,62.19818913,215047,3359,64.02113724,36,896,768,148,295,265,206,378,376,614,1219,3211,15,562,446,95,183,153,114,282,251,463,781,1852,41.66666667,62.72321429,58.07291667,64.18918919,62.03389831,57.73584906,55.33980583,74.6031746,66.75531915,75.40716612,64.06890894,57.67673622,100899.7632,4127,1554,2898,1078,70.22049915,69.36936937,62.22481447,10151,5204,MD
Ocean Pines,2016_11_08,2016,General,79,59,203,136,7952,45,41,112,86,5300,56.96202532,69.49152542,55.17241379,63.23529412,66.6498994,207243,3239,63.98363692,36,896,768,148,295,265,206,378,376,614,1219,3211,17,602,471,103,183,160,130,295,261,490,833,2032,47.22222222,67.1875,61.328125,69.59459459,62.03389831,60.37735849,63.10679612,78.04232804,69.41489362,79.80456026,68.33470057,63.28246652,100899.7632,4127,1554,3104,1155,75.21201842,74.32432432,59.08332053,10151,5584,MD
Ocean Pines,2014_11_04,2014,General,79,59,203,136,7952,25,28,63,56,3694,31.64556962,47.45762712,31.03448276,41.17647059,46.45372233,179223,2610,68.66781609,36,896,768,148,295,265,206,378,376,614,1219,3211,9,403,294,79,126,106,86,233,184,408,602,1331,25,44.97767857,38.28125,53.37837838,42.71186441,40,41.74757282,61.64021164,48.93617021,66.4495114,49.38474159,41.45126129,100899.7632,4127,1554,2237,848,54.20402229,54.56885457,61.3776317,10151,3866,MD
Lewiston,2020_11_03,2020,General,369,514,699,1037,21323,173,269,369,600,14245,46.88346883,52.33463035,52.78969957,57.85920926,66.80579656,455656,4448,102.4406475,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,577,750,721,1438,236,197,119,1238,219,2122,4425,2570,64.46927374,88.02816901,86.14097969,53.25925926,85.19855596,81.40495868,85.61151079,67.50272628,87.25099602,65.13198281,74.89844279,82.21369162,62427.83296,6537,4914,5562,3974,85.08490133,80.87098087,51.76778765,27926,15656,ME
Lewiston,2018_11_06,2018,General,369,514,699,1037,21323,101,183,256,439,10654,27.37127371,35.60311284,36.62374821,42.33365477,49.96482671,449015,4975,90.25427136,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,402,564,546,981,188,147,88,951,184,1672,3299,1945,44.91620112,66.1971831,65.23297491,36.33333333,67.8700361,60.74380165,63.30935252,51.85387132,73.30677291,51.31982812,55.83953961,62.22008957,62427.83296,6537,4914,4469,3191,68.36469328,64.93691494,53.40061714,27926,11633,ME
Lewiston,2016_11_08,2016,General,369,514,699,1037,21323,107,192,305,434,12542,28.99728997,37.3540856,43.63376252,41.8514947,58.81911551,445244,4954,89.87565604,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,530,647,638,1225,205,169,95,1087,202,1846,3933,2281,59.21787709,75.93896714,76.22461171,45.37037037,74.00722022,69.83471074,68.34532374,59.2693566,80.47808765,56.66052793,66.57075152,72.96865003,62427.83296,6537,4914,5059,3739,77.39024017,76.08872609,50.76352333,27926,13580,ME
Lewiston,2014_11_04,2014,General,369,514,699,1037,21323,57,110,192,281,9625,15.44715447,21.40077821,27.46781116,27.09739634,45.13905173,400149,3940,101.5606599,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,415,510,483,862,165,137,85,828,157,1444,3034,1788,46.36871508,59.85915493,57.70609319,31.92592593,59.566787,56.61157025,61.15107914,45.14721919,62.5498008,44.32166974,51.35409614,57.19769674,62427.83296,6537,4914,4157,3102,63.59186171,63.12576313,52.93387609,27926,10265,ME
Lewiston,2019_11_05,2019,Consolidated_General,369,514,699,1037,21323,39,42,103,113,4906,10.56910569,8.171206226,14.73533619,10.89681774,23.00801951,341170,3517,97.005971,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,143,305,270,331,98,65,41,401,88,751,1535,899,15.97765363,35.79812207,32.25806452,12.25925926,35.37906137,26.85950413,29.49640288,21.86477644,35.05976096,23.0509515,25.9817197,28.75879718,62427.83296,6537,4914,2228,1516,34.08291265,30.85063085,57.62346059,27926,5203,ME
Lewiston,2017_11_07,2017,Consolidated_General,369,514,699,1037,21323,56,118,169,312,7653,15.17615176,22.95719844,24.17739628,30.08678881,35.89082212,422838,4082,103.5859873,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,300,440,386,710,136,102,65,687,119,1198,2376,1433,33.51955307,51.64319249,46.11708483,26.2962963,49.09747292,42.14876033,46.76258993,37.45910578,47.41035857,36.77102517,40.21665538,45.84133077,62427.83296,6537,4914,3412,2494,52.19519657,50.75295075,56.28391843,27926,8308,ME
Lewiston,2015_11_03,2015,Consolidated_General,369,514,699,1037,21323,43,90,127,237,5773,11.65311653,17.50972763,18.16881259,22.85438766,27.07405149,384425,3719,103.3678408,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,251,313,281,521,111,77,47,515,105,953,1755,1071,28.04469274,36.7370892,33.57228196,19.2962963,40.07220217,31.81818182,33.81294964,28.08069793,41.83266932,29.25107428,29.70548409,34.26103647,62427.83296,6537,4914,2629,1995,40.21722503,40.5982906,56.50783569,27926,6270,ME
Lewiston,2013_11_05,2013,Consolidated_General,369,514,699,1037,21323,25,48,87,170,4532,6.775067751,9.338521401,12.44635193,16.39344262,21.25404493,326416,2218,147.166817,895,852,837,2700,277,242,139,1834,251,3258,5908,3126,182,243,190,424,83,60,38,426,80,768,1400,843,20.33519553,28.52112676,22.70011947,15.7037037,29.96389892,24.79338843,27.3381295,23.22791712,31.87250996,23.57274401,23.69668246,26.96737044,62427.83296,6537,4914,2117,1589,32.38488603,32.33618234,58.14099945,27926,4862,ME
Auburn,2020_11_03,2020,General,117,62,271,300,13446,83,37,197,231,10511,70.94017094,59.67741935,72.69372694,77,78.17194705,505226,3599,140.3795499,471,795,862,616,260,253,232,832,235,1823,3838,3531,379,690,742,440,221,217,196,601,204,1362,2912,2832,80.4670913,86.79245283,86.07888631,71.42857143,85,85.77075099,84.48275862,72.23557692,86.80851064,74.71201317,75.87285044,80.20390824,77340.45614,5494,2881,4776,2400,86.93119767,83.30440819,53.46292659,17251,11059,ME
Auburn,2018_11_06,2018,General,117,62,271,300,13446,47,27,137,167,8040,40.17094017,43.5483871,50.55350554,55.66666667,59.79473449,470199,3484,134.9595293,471,795,862,616,260,253,232,832,235,1823,3838,3531,290,566,562,312,178,168,153,451,177,974,2159,2241,61.57112527,71.19496855,65.19721578,50.64935065,68.46153846,66.40316206,65.94827586,54.20673077,75.31914894,53.4284147,56.2532569,63.4664401,77340.45614,5494,2881,3931,1952,71.55078267,67.754252,54.99463674,17251,8418,ME
Auburn,2016_11_08,2016,General,117,62,271,300,13446,60,27,148,172,9298,51.28205128,43.5483871,54.61254613,57.33333333,69.15067678,539090,3627,148.6324786,471,795,862,616,260,253,232,832,235,1823,3838,3531,329,609,612,381,199,195,175,536,187,1162,2552,2520,69.85138004,76.60377358,70.99767981,61.85064935,76.53846154,77.07509881,75.43103448,64.42307692,79.57446809,63.74108612,66.49296509,71.36788445,77340.45614,5494,2881,4373,2266,79.59592282,78.6532454,52.20444798,17251,9705,ME
Auburn,2014_11_04,2014,General,117,62,271,300,13446,41,16,113,118,7300,35.04273504,25.80645161,41.69741697,39.33333333,54.29123903,452635,3032,149.2859499,471,795,862,616,260,253,232,832,235,1823,3838,3531,262,506,484,285,145,154,137,412,156,909,1929,2013,55.62632696,63.64779874,56.14849188,46.26623377,55.76923077,60.86956522,59.05172414,49.51923077,66.38297872,49.86286341,50.26055237,57.00934579,77340.45614,5494,2881,3595,1902,65.43502002,66.01874349,53.81560311,17251,7588,ME
Auburn,2019_11_05,2019,Consolidated_General,117,62,271,300,13446,17,7,46,63,3308,14.52991453,11.29032258,16.97416974,21,24.60211215,323332,2348,137.7052811,471,795,862,616,260,253,232,832,235,1823,3838,3531,87,258,244,111,87,88,85,156,83,370,834,967,18.47133758,32.45283019,28.3062645,18.01948052,33.46153846,34.7826087,36.63793103,18.75,35.31914894,20.29621503,21.73006774,27.38600963,77340.45614,5494,2881,1857,759,33.80050965,26.34501909,59.04271867,17251,3441,ME
Auburn,2017_11_07,2017,Consolidated_General,117,62,271,300,13446,31,13,90,87,6141,26.4957265,20.96774194,33.2103321,29,45.67157519,488625,3209,152.2670614,471,795,862,616,260,253,232,832,235,1823,3838,3531,215,445,429,225,135,140,135,342,146,723,1582,1715,45.64755839,55.97484277,49.76798144,36.52597403,51.92307692,55.33596838,58.18965517,41.10576923,62.12765957,39.65990126,41.2193851,48.56981025,77340.45614,5494,2881,3217,1575,58.55478704,54.66851788,57.38558982,17251,6362,ME
Auburn,2015_11_03,2015,Consolidated_General,117,62,271,300,13446,20,8,45,45,3372,17.09401709,12.90322581,16.60516605,15,25.07809014,308418,2177,141.671107,471,795,862,616,260,253,232,832,235,1823,3838,3531,110,242,205,139,79,73,78,201,87,404,818,964,23.35456476,30.44025157,23.78190255,22.56493506,30.38461538,28.85375494,33.62068966,24.15865385,37.0212766,22.16127263,21.31318395,27.30104786,77340.45614,5494,2881,1834,859,33.38187113,29.8160361,58.58089787,17251,3490,ME
Auburn,2013_11_05,2013,Consolidated_General,117,62,271,300,13446,10,1,33,37,2578,8.547008547,1.612903226,12.17712177,12.33333333,19.17298825,275943,1665,165.7315315,471,795,862,616,260,253,232,832,235,1823,3838,3531,89,183,144,102,45,53,51,175,63,317,640,729,18.89596603,23.01886792,16.70533643,16.55844156,17.30769231,20.9486166,21.98275862,21.03365385,26.80851064,17.38891936,16.67535175,20.64570943,77340.45614,5494,2881,1356,693,24.6814707,24.05414787,58.69703036,17251,2659,ME
Bangor,2020_11_03,2020,General,252,94,406,226,18077,178,49,257,173,13622,70.63492063,52.12765957,63.30049261,76.54867257,75.35542402,979001,7985,122.6050094,788,1361,952,922,334,322,381,1193,361,2106,5136,4022,608,1151,841,679,277,279,334,891,329,1485,3928,3114,77.15736041,84.57016899,88.34033613,73.64425163,82.93413174,86.64596273,87.66404199,74.68566639,91.13573407,70.51282051,76.47975078,77.42416708,78001.8973,6950,3130,6162,2497,88.6618705,79.77635783,51.23528722,25267,14279,ME
Bangor,2018_11_06,2018,General,252,94,406,226,18077,118,29,157,116,9882,46.82539683,30.85106383,38.66995074,51.32743363,54.66615036,994721,8008,124.2159091,788,1361,952,922,334,322,381,1193,361,2106,5136,4022,441,913,650,471,210,216,276,613,269,1049,2721,2243,55.96446701,67.08302719,68.27731092,51.0845987,62.8742515,67.08074534,72.44094488,51.3830679,74.51523546,49.81006648,52.97897196,55.76827449,78001.8973,6950,3130,4910,1920,70.64748201,61.34185304,52.74134029,25267,10302,ME
Bangor,2016_11_08,2016,General,252,94,406,226,18077,116,34,190,135,11428,46.03174603,36.17021277,46.79802956,59.73451327,63.21845439,997046,7963,125.2098455,788,1361,952,922,334,322,381,1193,361,2106,5136,4022,506,986,694,556,223,226,295,722,273,1262,3189,2592,64.21319797,72.44673035,72.89915966,60.30368764,66.76646707,70.1863354,77.42782152,60.51969824,75.6232687,59.92402659,62.0911215,64.44554948,78001.8973,6950,3130,5363,2248,77.16546763,71.82108626,50.13877235,25267,11903,ME
Bangor,2014_11_04,2014,General,252,94,406,226,18077,69,17,103,87,8372,27.38095238,18.08510638,25.36945813,38.49557522,46.31299441,888586,7190,123.58637,788,1361,952,922,334,322,381,1193,361,2106,5136,4022,378,764,546,401,179,167,244,532,213,856,2234,1925,47.96954315,56.13519471,57.35294118,43.49240781,53.59281437,51.86335404,64.04199475,44.59346186,59.00277008,40.64577398,43.49688474,47.86176032,78001.8973,6950,3130,4280,1703,61.58273381,54.40894569,52.22696239,25267,8648,ME
Bangor,2019_11_05,2019,Consolidated_General,252,94,406,226,18077,24,14,38,47,3318,9.523809524,14.89361702,9.359605911,20.79646018,18.35481551,546493,5698,95.90961741,788,1361,952,922,334,322,381,1193,361,2106,5136,4022,112,352,277,122,73,76,129,202,117,298,827,818,14.21319797,25.86333578,29.09663866,13.23210412,21.85628743,23.60248447,33.85826772,16.93210394,32.4099723,14.15004748,16.10202492,20.33814023,78001.8973,6950,3130,1934,545,27.82733813,17.41214058,57.0508162,25267,3441,ME
